200,'Due','2024-11-29','2025-04-02','Valid','2024-11-04','2025-07-10','Complete',3.7,'High Risk',4,'Escalated','Kenneth Nelson','842-839-7126','9477604736','2025-02-03','2025-03-10','Conditional','Pending','Planned','Validated','Hybrid','VS780529','V9867'
201,'Due','2025-02-04','2025-03-19','Due','2024-09-18','2025-07-11','Partial',38.5,'Low Risk',5,'Pending','Daniel Carr','001-233-339-1987x258','4336929066','2025-01-23','2025-03-20','Conditional','None Required','Implemented','In Process','Manual','VS333566','V3446'
202,'Up to Date','2024-12-17','2025-03-20','Expired','2025-01-16','2025-02-21','Partial',35.7,'High Risk',5,'Escalated','Elizabeth Harmon','535-819-3973','+1-956-975-0223x94132','2025-02-01','2025-03-05','Fail','Pending','Planned','Failed','Manual','VS920228','V5130'
203,'Overdue','2024-12-17','2025-04-30','Due','2024-11-13','2025-05-10','Complete',76.0,'Medium Risk',0,'Escalated','Stephen Rowe','682-491-3830x2368','780-213-9523x7532','2025-01-27','2025-02-25','Pass','Completed','Under Review','Failed','Hybrid','VS424970','V9803'
204,'Due','2024-12-13','2025-04-08','Expired','2024-12-20','2025-04-02','Partial',15.0,'Low Risk',2,'Resolved','Hailey Howard','001-559-330-5770','624.521.0744x560','2025-01-24','2025-03-11','Conditional','Pending','Planned','Validated','Hybrid','VS319837','V4279'
205,'Overdue','2025-01-04','2025-05-01','Valid','2025-01-01','2025-08-12','Partial',65.8,'Low Risk',4,'Resolved','Christine Combs','001-823-464-6389','+1-529-611-1137x96685','2025-02-04','2025-03-18','Pass','Completed','Implemented','In Process','Manual','VS997699','V7227'
206,'Up to Date','2024-12-21','2025-04-20','Due','2024-11-08','2025-02-21','Partial',95.2,'Low Risk',1,'Resolved','Brian Moore','593-641-9117x00269','(985)910-3509','2025-01-30','2025-03-18','Conditional','None Required','Implemented','In Process','Manual','VS634622','V4098'
207,'Overdue','2025-01-09','2025-03-29','Due','2024-09-15','2025-08-10','Missing',84.6,'Low Risk',3,'Resolved','Timothy Brown','001-923-783-2266','001-356-388-9167x238','2025-02-06','2025-03-03','Fail','None Required','Planned','In Process','Electronic','VS477010','V9323'
208,'Up to Date','2025-02-16','2025-03-07','Due','2024-10-12','2025-04-24','Partial',5.7,'High Risk',0,'Escalated','Laura Foster','(770)967-1531x22435','(922)206-9638x75435','2025-01-31','2025-02-28','Fail','Pending','Implemented','Failed','Electronic','VS661567','V8938'
209,'Overdue','2024-12-18','2025-05-20','Expired','2024-09-15','2025-03-24','Missing',65.9,'Low Risk',1,'Pending','Michael Lamb','2043233028','5443394729','2025-01-22','2025-03-21','Conditional','Completed','Under Review','Failed','Electronic','VS862571','V9695'
210,'Up to Date','2024-12-09','2025-05-16','Expired','2024-08-24','2025-08-02','Complete',21.6,'Low Risk',1,'Escalated','Abigail Valencia','(508)301-3336','237-674-5598','2025-02-14','2025-03-06','Fail','Completed','Implemented','In Process','Electronic','VS529544','V9964'
211,'Due','2024-12-18','2025-02-22','Valid','2024-09-18','2025-05-24','Missing',37.9,'Medium Risk',1,'Resolved','Erika Marshall','+1-941-922-3928x9337','810.383.3704x376','2025-01-31','2025-03-16','Fail','Pending','Implemented','Validated','Hybrid','VS797942','V9729'
212,'Up to Date','2025-01-29','2025-04-30','Due','2024-10-07','2025-07-12','Missing',59.3,'Low Risk',0,'Pending','Donald Carlson','892.852.6312x7569','+1-494-277-4527x46256','2025-02-07','2025-03-08','Conditional','None Required','Planned','Failed','Electronic','VS655598','V9386'
213,'Up to Date','2025-02-19','2025-03-02','Due','2024-09-08','2025-02-21','Partial',5.0,'Medium Risk',0,'Escalated','Nicole Norton MD','516-487-9609','997-649-9388x83004','2025-01-24','2025-02-28','Pass','Completed','Implemented','In Process','Manual','VS669065','V4692'
214,'Overdue','2024-12-23','2025-05-14','Expired','2025-02-05','2025-02-22','Partial',75.9,'Low Risk',3,'Escalated','Robert Snow','645.776.7966x8765','(954)930-8405x75623','2025-02-13','2025-02-25','Conditional','None Required','Under Review','Validated','Manual','VS582076','V4591'
215,'Due','2024-12-21','2025-05-12','Expired','2024-11-26','2025-07-28','Partial',88.3,'High Risk',1,'Pending','Heather Davenport','+1-369-926-6303','537-975-8750','2025-02-17','2025-03-01','Pass','Completed','Under Review','Validated','Hybrid','VS145015','V1676'
216,'Due','2025-01-25','2025-02-21','Valid','2024-12-07','2025-04-28','Partial',42.2,'Medium Risk',0,'Resolved','David Smith','2197295790','001-597-929-0353x13203','2025-01-28','2025-02-22','Fail','Completed','Planned','Validated','Manual','VS450093','V8485'
217,'Overdue','2025-02-02','2025-03-07','Due','2024-11-07','2025-07-04','Partial',86.2,'Medium Risk',1,'Pending','Austin Schmitt','600-403-0817','(447)744-7697','2025-02-16','2025-03-12','Pass','Completed','Implemented','In Process','Electronic','VS217145','V6423'
218,'Overdue','2024-12-13','2025-04-28','Expired','2024-10-22','2025-05-10','Partial',91.0,'High Risk',3,'Pending','Daniel Robinson','5922783244','697.789.8050','2025-02-13','2025-03-06','Fail','Completed','Planned','Failed','Electronic','VS485492','V8395'
219,'Up to Date','2025-01-11','2025-05-12','Expired','2024-09-04','2025-05-07','Missing',88.8,'High Risk',0,'Pending','Brandon Wilkins','+1-502-842-9019x35423','001-885-789-6504','2025-01-31','2025-02-25','Fail','Completed','Planned','Failed','Electronic','VS969073','V1491'
220,'Due','2024-11-22','2025-04-26','Due','2024-10-22','2025-04-23','Partial',88.1,'High Risk',4,'Escalated','Anthony Ramos','+1-436-582-5116','001-587-657-5641x3866','2025-01-21','2025-02-28','Conditional','None Required','Planned','Validated','Manual','VS712401','V3420'
221,'Overdue','2025-01-24','2025-05-20','Due','2024-10-18','2025-08-15','Partial',43.6,'Medium Risk',4,'Pending','Miguel Davis','(433)990-2032','284.424.8263x5787','2025-02-01','2025-02-24','Pass','Completed','Planned','Failed','Electronic','VS612725','V8065'
222,'Overdue','2025-01-17','2025-04-26','Due','2024-11-11','2025-08-01','Partial',96.1,'High Risk',5,'Resolved','Connie Garcia','(509)986-6323x5112','330.433.8318x2735','2025-01-27','2025-02-26','Fail','Pending','Planned','Validated','Hybrid','VS329297','V4086'
223,'Up to Date','2025-01-13','2025-05-09','Due','2024-11-29','2025-04-04','Complete',3.2,'Medium Risk',1,'Resolved','Isabel Schroeder','202-940-3100','620.359.0757x24494','2025-01-23','2025-03-16','Conditional','Completed','Implemented','Failed','Hybrid','VS318988','V2074'
225,'Overdue','2025-01-18','2025-03-30','Valid','2024-09-27','2025-07-06','Missing',85.9,'High Risk',2,'Escalated','Kevin Green','725-263-4849x01919','+1-823-450-0019x50505','2025-01-25','2025-03-15','Conditional','Completed','Under Review','Failed','Manual','VS494158','V5022'
226,'Up to Date','2025-02-04','2025-05-20','Due','2025-01-18','2025-06-23','Missing',65.6,'Medium Risk',4,'Pending','Elizabeth Murray','+1-928-873-3045x625','525-356-0647','2025-01-26','2025-03-04','Fail','None Required','Under Review','In Process','Electronic','VS725702','V5095'
227,'Up to Date','2025-01-19','2025-03-14','Due','2024-11-17','2025-06-19','Missing',90.9,'Low Risk',4,'Escalated','Bruce Conley','782.814.9565x69917','001-559-270-5171x98622','2025-02-01','2025-03-03','Conditional','None Required','Under Review','In Process','Manual','VS326578','V4503'
228,'Due','2025-01-21','2025-03-20','Valid','2024-12-22','2025-08-02','Complete',72.0,'High Risk',1,'Resolved','Tina Johnson','469.785.2790x7543','+1-765-995-9377x8880','2025-01-28','2025-03-17','Fail','Completed','Under Review','In Process','Electronic','VS348737','V2904'
229,'Due','2025-02-14','2025-02-27','Due','2024-11-29','2025-03-29','Partial',80.7,'Medium Risk',0,'Escalated','Darlene Watson','001-548-849-2291','703-935-0596x2390','2025-02-12','2025-03-19','Conditional','Pending','Implemented','In Process','Manual','VS901004','V2196'
230,'Due','2025-02-02','2025-03-14','Expired','2024-12-05','2025-05-01','Missing',98.8,'Medium Risk',5,'Resolved','Jason Morales','912.518.8224','(952)736-1799','2025-02-14','2025-02-26','Conditional','Completed','Planned','Validated','Hybrid','VS996761','V7488'
231,'Overdue','2025-01-10','2025-02-27','Expired','2024-12-31','2025-05-13','Missing',37.8,'Low Risk',3,'Escalated','Maureen Rowe','643-548-3983x64912','(505)853-2414x99156','2025-01-23','2025-03-06','Pass','Pending','Planned','Failed','Manual','VS946125','V7252'
232,'Due','2024-11-27','2025-04-28','Due','2024-08-28','2025-08-06','Partial',82.2,'Medium Risk',0,'Pending','Ricardo Schaefer','+1-582-897-9581x702','(856)943-6972','2025-02-17','2025-03-09','Pass','None Required','Implemented','Validated','Manual','VS204942','V3110'
233,'Up to Date','2025-01-13','2025-04-15','Due','2024-10-09','2025-05-08','Complete',69.6,'Low Risk',1,'Pending','Donna Black','001-568-622-3287x634','403-206-2996x256','2025-01-28','2025-03-16','Fail','Pending','Under Review','Failed','Hybrid','VS578177','V3910'
234,'Overdue','2025-01-26','2025-04-02','Expired','2025-02-16','2025-08-01','Missing',74.7,'High Risk',2,'Escalated','Holly Hernandez','268.439.6815','296.475.4178x2088','2025-01-31','2025-02-24','Pass','Completed','Under Review','Validated','Electronic','VS246850','V8036'
235,'Up to Date','2025-02-12','2025-03-18','Due','2024-12-28','2025-04-19','Missing',49.1,'Medium Risk',1,'Escalated','Dustin Jones','(833)339-6778x3860','577.779.0729','2025-02-14','2025-03-04','Fail','Completed','Planned','Failed','Hybrid','VS505486','V4903'
236,'Up to Date','2024-12-26','2025-02-26','Valid','2025-02-01','2025-04-19','Complete',73.9,'Low Risk',1,'Escalated','Tammy Jones','435-628-5956','876-896-6110','2025-01-30','2025-03-04','Conditional','None Required','Planned','Failed','Manual','VS479301','V7314'
237,'Up to Date','2025-01-17','2025-05-20','Due','2025-01-26','2025-04-26','Complete',86.0,'Medium Risk',3,'Escalated','Marie Williams','305-434-0487x1997','001-471-547-9142x07105','2025-02-15','2025-03-10','Conditional','None Required','Under Review','Failed','Manual','VS748005','V1661'
238,'Due','2024-12-28','2025-04-21','Expired','2024-11-27','2025-07-15','Missing',17.8,'Low Risk',4,'Escalated','Katherine Floyd','416-481-7074x2505','(889)379-8405x229','2025-02-09','2025-03-11','Fail','Completed','Implemented','Failed','Hybrid','VS520813','V4218'
239,'Overdue','2025-02-02','2025-05-13','Due','2024-10-13','2025-06-08','Missing',36.6,'Medium Risk',0,'Resolved','Robert Davis','+1-923-880-5160x7996','(876)346-7930','2025-02-16','2025-03-07','Pass','Pending','Under Review','Validated','Manual','VS240561','V9749'
240,'Overdue','2025-01-25','2025-04-09','Valid','2024-09-03','2025-07-24','Complete',48.3,'High Risk',0,'Escalated','Angel Miller','(639)858-5565','+1-398-791-8729x5457','2025-02-08','2025-02-28','Conditional','None Required','Implemented','Failed','Electronic','VS258192','V3135'
241,'Due','2024-12-30','2025-04-05','Due','2024-10-12','2025-04-08','Missing',62.7,'Medium Risk',5,'Resolved','Janet Walker','736-519-2169x1985','799-632-1282x9186','2025-02-18','2025-02-27','Fail','Completed','Implemented','Validated','Electronic','VS419378','V1304'
242,'Up to Date','2024-12-29','2025-03-23','Valid','2025-01-27','2025-08-05','Complete',26.7,'High Risk',2,'Resolved','Tracey Mendoza','001-213-210-3172x84076','(870)330-0695','2025-02-01','2025-03-20','Pass','None Required','Under Review','In Process','Electronic','VS182814','V7972'
243,'Overdue','2025-01-08','2025-04-29','Due','2024-08-24','2025-03-29','Complete',82.5,'Low Risk',0,'Resolved','Kimberly Miller','+1-571-857-0535x382','2607937444','2025-02-03','2025-03-02','Pass','None Required','Under Review','Validated','Electronic','VS665654','V7056'
244,'Overdue','2024-12-28','2025-04-01','Expired','2024-10-12','2025-07-26','Complete',68.8,'High Risk',5,'Pending','Warren Martinez','896-386-3238x280','506.953.0028x153','2025-01-22','2025-03-17','Fail','Pending','Implemented','Validated','Manual','VS306912','V9799'
245,'Due','2025-01-01','2025-04-28','Due','2024-10-07','2025-08-17','Missing',71.6,'Low Risk',3,'Resolved','Jacqueline Hernandez','(809)611-4157x30567','438.475.6169','2025-02-06','2025-02-21','Pass','Completed','Implemented','In Process','Electronic','VS652951','V7713'
246,'Due','2025-01-19','2025-04-18','Expired','2024-11-19','2025-06-18','Complete',24.0,'High Risk',0,'Escalated','Richard Hines','648-854-7310x3656','(556)726-2911x8821','2025-02-09','2025-02-22','Pass','Completed','Implemented','In Process','Manual','VS157211','V3443'
247,'Up to Date','2024-11-26','2025-05-01','Due','2024-10-21','2025-06-12','Partial',24.5,'Low Risk',2,'Escalated','Jonathan White','535-704-4771x1323','+1-456-884-3682','2025-02-16','2025-03-19','Fail','None Required','Implemented','In Process','Hybrid','VS180474','V3590'
248,'Overdue','2024-11-30','2025-02-26','Expired','2024-11-08','2025-07-22','Missing',88.9,'Medium Risk',2,'Pending','Dawn White','663-568-9018x580','675.512.0689x56060','2025-02-02','2025-02-26','Fail','Completed','Planned','Failed','Manual','VS217539','V8479'
249,'Due','2025-01-13','2025-04-01','Due','2024-09-13','2025-08-02','Complete',18.6,'Medium Risk',4,'Escalated','Kristina Anderson','001-246-808-6949x68961','964.264.1743x053','2025-02-12','2025-03-17','Fail','None Required','Planned','Validated','Electronic','VS756204','V9655'
250,'Due','2025-02-17','2025-02-23','Due','2024-10-23','2025-07-08','Partial',25.7,'Low Risk',1,'Resolved','Christopher Brown','+1-478-362-8884','+1-406-763-9077','2025-02-18','2025-02-25','Fail','None Required','Under Review','Failed','Electronic','VS945749','V7498'
251,'Up to Date','2025-01-03','2025-02-22','Due','2025-02-15','2025-03-20','Partial',97.4,'Low Risk',0,'Escalated','Michael Lamb','+1-268-509-4300x2383','001-985-640-3186x884','2025-01-26','2025-03-16','Pass','None Required','Planned','In Process','Hybrid','VS122283','V6792'
252,'Due','2024-12-06','2025-02-27','Expired','2024-10-21','2025-02-24','Complete',71.2,'Medium Risk',1,'Escalated','Alyssa Frank','321-977-3528x1783','(394)294-2685','2025-02-15','2025-03-17','Pass','Completed','Implemented','In Process','Electronic','VS795923','V7710'
253,'Up to Date','2024-12-15','2025-04-19','Expired','2024-12-24','2025-08-15','Missing',67.0,'High Risk',4,'Resolved','Paul Romero','6889172280','693-632-3869x57546','2025-02-16','2025-02-24','Pass','None Required','Under Review','Validated','Electronic','VS784282','V2451'
254,'Overdue','2025-01-08','2025-03-05','Expired','2024-09-28','2025-08-02','Partial',26.7,'Low Risk',0,'Resolved','Jessica Zamora','432.336.0681x885','419.355.4545x372','2025-02-08','2025-03-18','Conditional','Completed','Under Review','Failed','Hybrid','VS866994','V8299'
255,'Up to Date','2024-12-29','2025-02-26','Due','2025-02-07','2025-08-11','Complete',44.9,'High Risk',1,'Escalated','Steven Johnson','540.899.5756x6738','356.420.3456','2025-02-04','2025-02-28','Fail','Pending','Implemented','In Process','Manual','VS947261','V6514'
256,'Up to Date','2025-01-25','2025-04-04','Valid','2024-10-23','2025-05-11','Complete',15.0,'Low Risk',2,'Escalated','Samantha Pennington','277.994.0839x5459','3938867762','2025-02-07','2025-02-26','Fail','Pending','Under Review','Failed','Manual','VS515691','V7232'
257,'Due','2025-02-05','2025-03-13','Due','2024-11-03','2025-06-03','Missing',36.8,'High Risk',2,'Resolved','Jamie Vasquez','334-734-6325','8802599287','2025-01-22','2025-02-24','Pass','None Required','Planned','In Process','Manual','VS870552','V9311'
258,'Due','2024-11-27','2025-03-06','Expired','2024-12-19','2025-04-17','Complete',6.9,'Low Risk',5,'Resolved','Alexandra Padilla DDS','(633)492-8693x334','8528403601','2025-01-31','2025-03-09','Conditional','None Required','Planned','Failed','Electronic','VS335970','V2079'
259,'Up to Date','2024-12-11','2025-03-11','Expired','2024-10-14','2025-07-09','Partial',23.1,'High Risk',5,'Resolved','Michael Marquez','+1-463-773-5122','2519611080','2025-02-15','2025-03-12','Conditional','Pending','Implemented','In Process','Manual','VS885146','V1494'
260,'Due','2025-02-08','2025-05-18','Due','2024-12-07','2025-03-04','Complete',28.7,'Medium Risk',5,'Escalated','Adam Wilson','539-541-2971x6817','432-468-9219x70308','2025-01-21','2025-03-06','Fail','Completed','Implemented','Failed','Manual','VS658607','V5507'
261,'Overdue','2025-01-27','2025-05-05','Expired','2024-08-24','2025-05-13','Missing',19.5,'High Risk',2,'Resolved','Erik Lawrence MD','397.228.0044x181','(394)834-1156x13623','2025-01-21','2025-03-13','Pass','Pending','Under Review','In Process','Manual','VS246089','V5792'
262,'Due','2025-01-13','2025-02-25','Expired','2024-10-06','2025-07-16','Partial',86.5,'Low Risk',4,'Resolved','Chelsea Harrison','5613428499','224-853-3967x835','2025-02-10','2025-03-10','Conditional','Completed','Under Review','Validated','Electronic','VS411700','V6315'
263,'Up to Date','2025-02-12','2025-05-10','Valid','2024-09-21','2025-04-03','Complete',38.2,'Medium Risk',1,'Pending','Carol Martinez','+1-945-640-3047x905','2595914811','2025-01-29','2025-03-02','Fail','Pending','Planned','Validated','Manual','VS357118','V8840'
264,'Overdue','2024-11-29','2025-03-02','Expired','2025-01-28','2025-04-28','Missing',36.0,'Medium Risk',3,'Resolved','Joseph Jackson','(210)218-8869','+1-915-809-1202x7065','2025-01-20','2025-02-28','Conditional','Pending','Implemented','Failed','Manual','VS470098','V6263'
265,'Due','2024-12-12','2025-05-17','Valid','2024-12-24','2025-07-17','Missing',91.2,'Low Risk',4,'Pending','Jeanette Melendez','8172100228','001-529-518-7182','2025-02-12','2025-03-12','Conditional','Completed','Implemented','In Process','Manual','VS769208','V5170'
266,'Due','2024-12-04','2025-03-03','Due','2024-09-14','2025-02-28','Missing',10.0,'Medium Risk',1,'Resolved','Carlos Clark','322.282.4475','(509)984-0706x950','2025-02-01','2025-03-07','Fail','None Required','Under Review','In Process','Manual','VS195964','V7787'
267,'Due','2025-01-17','2025-03-11','Expired','2024-10-08','2025-05-02','Partial',21.2,'Medium Risk',2,'Pending','Brandon Thompson','001-348-911-5305x16505','001-415-954-1070x47935','2025-01-27','2025-02-27','Pass','Pending','Under Review','Validated','Manual','VS611253','V8157'
268,'Overdue','2024-11-26','2025-02-23','Valid','2024-10-05','2025-07-24','Partial',25.9,'High Risk',4,'Escalated','Henry Walker','3394043102','(324)562-2614x131','2025-02-02','2025-03-07','Fail','Pending','Implemented','Failed','Manual','VS728602','V4878'
269,'Overdue','2025-02-16','2025-04-21','Valid','2024-10-17','2025-07-06','Missing',49.2,'High Risk',2,'Resolved','Beth Harrell','+1-793-474-6336','997.653.2914x055','2025-02-17','2025-03-11','Fail','Completed','Under Review','Validated','Hybrid','VS289870','V3599'
270,'Up to Date','2024-12-07','2025-03-16','Due','2024-11-22','2025-06-01','Complete',30.0,'Low Risk',4,'Pending','Dean White','672.659.7264x609','+1-818-467-1860','2025-02-11','2025-03-02','Conditional','None Required','Implemented','Validated','Electronic','VS420480','V5074'
271,'Up to Date','2025-01-25','2025-05-06','Expired','2024-11-11','2025-08-08','Missing',63.7,'Medium Risk',0,'Resolved','Ryan Hernandez','(229)984-6454x37667','+1-464-217-4050x5062','2025-02-03','2025-02-24','Fail','Pending','Implemented','Failed','Electronic','VS255548','V3562'
272,'Due','2025-01-23','2025-04-24','Expired','2024-12-23','2025-06-30','Complete',39.4,'High Risk',5,'Escalated','Matthew Lee DVM','605-485-3995','5117152316','2025-02-11','2025-03-20','Conditional','Pending','Planned','Failed','Manual','VS311427','V8770'
273,'Due','2024-11-23','2025-05-19','Expired','2025-02-04','2025-03-17','Partial',62.2,'Medium Risk',2,'Escalated','Amy Clark','+1-948-298-6734x85348','606.360.9889','2025-02-06','2025-02-23','Conditional','Completed','Under Review','Failed','Electronic','VS410186','V6742'
274,'Due','2025-02-08','2025-02-24','Due','2025-02-13','2025-05-30','Missing',68.3,'Medium Risk',0,'Pending','Kristen Mendez','(424)591-9966x78840','(339)605-5835','2025-01-25','2025-03-06','Pass','Completed','Under Review','Failed','Electronic','VS549034','V9469'
275,'Up to Date','2025-01-16','2025-02-23','Valid','2024-11-18','2025-03-03','Complete',81.9,'High Risk',1,'Resolved','Stephanie Wilson','936-980-8344x08370','+1-427-619-3978','2025-01-27','2025-03-10','Fail','None Required','Planned','Validated','Hybrid','VS246870','V8547'
276,'Up to Date','2025-01-19','2025-04-14','Due','2024-10-05','2025-04-06','Missing',2.7,'Medium Risk',1,'Resolved','Todd Turner','001-407-639-5023x193','886.523.1660x469','2025-02-19','2025-03-01','Conditional','Pending','Under Review','Failed','Hybrid','VS825378','V1390'
277,'Up to Date','2025-01-15','2025-05-01','Expired','2024-09-02','2025-03-17','Partial',14.4,'Low Risk',4,'Escalated','Richard Phillips','+1-853-479-0846','786.506.7494x0253','2025-02-02','2025-03-16','Pass','Completed','Under Review','Failed','Hybrid','VS935619','V6235'
278,'Due','2025-01-21','2025-04-10','Expired','2024-09-20','2025-07-18','Complete',13.8,'High Risk',1,'Resolved','Toni Best','5522183018','9134935795','2025-01-24','2025-03-07','Pass','Completed','Implemented','Validated','Manual','VS188885','V1909'
279,'Due','2024-12-28','2025-03-05','Valid','2024-11-24','2025-06-28','Complete',25.7,'High Risk',4,'Escalated','Jesus Caldwell','778.647.2707x486','(889)283-4624','2025-02-10','2025-03-16','Conditional','Completed','Planned','Failed','Hybrid','VS653476','V5493'
280,'Up to Date','2025-01-05','2025-05-10','Expired','2024-11-14','2025-02-20','Complete',75.4,'High Risk',1,'Escalated','Catherine Hoffman','419.687.5789x2183','001-341-440-9137x50461','2025-02-17','2025-03-07','Conditional','Pending','Under Review','Failed','Manual','VS958347','V3720'
281,'Overdue','2024-12-26','2025-02-26','Expired','2024-11-14','2025-05-16','Missing',65.1,'High Risk',4,'Pending','Jessica Wilson','758.798.4601','728.930.7311x56588','2025-01-23','2025-02-27','Conditional','Completed','Under Review','Failed','Electronic','VS201432','V6550'
282,'Due','2025-01-03','2025-02-26','Expired','2024-09-29','2025-08-03','Complete',38.1,'Low Risk',3,'Pending','Sabrina Perkins','483-582-9967x91685','824-928-4172x13908','2025-02-13','2025-03-18','Pass','None Required','Under Review','In Process','Hybrid','VS822011','V8484'
283,'Up to Date','2025-01-01','2025-03-25','Due','2024-12-23','2025-07-20','Complete',48.4,'Medium Risk',1,'Resolved','Michael Stewart','(803)313-0579','774-416-9667','2025-02-08','2025-02-26','Fail','Completed','Under Review','Failed','Hybrid','VS527125','V6051'
284,'Overdue','2024-12-14','2025-03-29','Expired','2024-09-29','2025-06-23','Missing',0.3,'Medium Risk',1,'Pending','Michael Lucero','959.335.5192x76411','001-935-788-3535x04205','2025-01-31','2025-02-22','Conditional','Completed','Under Review','In Process','Manual','VS489384','V6055'
285,'Up to Date','2024-11-27','2025-02-25','Due','2025-01-02','2025-06-11','Missing',72.1,'Low Risk',4,'Resolved','Grace Caldwell','001-748-320-4165x21515','+1-321-908-4662','2025-01-29','2025-03-02','Conditional','Pending','Implemented','Failed','Electronic','VS409921','V1848'
286,'Up to Date','2025-01-18','2025-05-13','Expired','2024-12-09','2025-07-18','Complete',50.1,'Low Risk',5,'Resolved','Patricia Martinez','616-808-6429x53073','255.946.7785x389','2025-01-26','2025-02-22','Conditional','Completed','Implemented','Failed','Hybrid','VS659502','V4019'
288,'Up to Date','2024-12-19','2025-03-11','Due','2024-12-25','2025-05-03','Missing',82.3,'Low Risk',4,'Pending','Tina Galvan','(417)502-8763x639','756-744-0836','2025-01-30','2025-03-17','Conditional','Pending','Planned','In Process','Manual','VS356156','V2161'
289,'Up to Date','2025-02-08','2025-03-28','Expired','2024-09-10','2025-08-02','Complete',14.2,'Low Risk',3,'Pending','Peter Bray','515-568-1029','451-502-1995x91272','2025-02-01','2025-02-21','Conditional','None Required','Under Review','In Process','Hybrid','VS630770','V8847'
290,'Up to Date','2024-12-05','2025-05-17','Expired','2024-10-09','2025-03-09','Partial',1.8,'Medium Risk',1,'Resolved','Timothy Evans','(830)506-3536x02368','(265)748-3038x0859','2025-01-25','2025-03-11','Pass','Pending','Implemented','Failed','Hybrid','VS379852','V5233'
291,'Overdue','2025-02-07','2025-05-13','Expired','2024-09-13','2025-06-02','Complete',10.1,'Low Risk',3,'Pending','Fernando Erickson','271-646-2808','(650)643-5583x84645','2025-02-19','2025-03-17','Fail','Completed','Planned','In Process','Manual','VS385335','V7897'
292,'Overdue','2025-01-04','2025-04-28','Due','2024-09-02','2025-05-25','Missing',4.0,'Low Risk',4,'Resolved','Emily Jacobs','621-267-0892x69872','287-818-0515x004','2025-02-16','2025-02-26','Conditional','None Required','Under Review','Validated','Hybrid','VS863321','V6210'
294,'Due','2024-11-29','2025-04-18','Expired','2024-11-27','2025-06-02','Partial',68.3,'Medium Risk',1,'Resolved','Brendan Stewart','001-397-388-0914','(537)406-5545x87657','2025-02-14','2025-03-11','Pass','Pending','Implemented','Validated','Manual','VS567146','V3581'
295,'Due','2025-01-03','2025-05-07','Due','2024-12-10','2025-04-21','Partial',48.8,'Medium Risk',3,'Resolved','Rodney Ward','355.884.0919','+1-220-746-2837x748','2025-01-24','2025-03-11','Conditional','Pending','Implemented','Validated','Manual','VS942811','V1658'
296,'Due','2024-12-13','2025-05-09','Due','2025-02-15','2025-04-12','Partial',30.5,'Medium Risk',5,'Pending','Steven Hines','860-995-9193x3327','670-555-8493x9689','2025-02-07','2025-02-23','Fail','Pending','Planned','In Process','Electronic','VS953557','V4796'
297,'Overdue','2024-12-22','2025-03-27','Expired','2024-12-01','2025-03-09','Partial',92.9,'Medium Risk',5,'Resolved','Kimberly Frazier','+1-206-847-9489x29991','527-225-3825','2025-01-25','2025-02-27','Conditional','Completed','Implemented','In Process','Electronic','VS917929','V6301'
298,'Due','2025-02-15','2025-05-18','Valid','2025-02-01','2025-04-17','Complete',89.2,'High Risk',3,'Resolved','James Thomas','540-806-0080x1789','001-421-328-9668x73884','2025-01-20','2025-03-04','Fail','None Required','Under Review','In Process','Manual','VS549836','V9225'
299,'Overdue','2025-02-09','2025-05-13','Valid','2025-02-12','2025-03-18','Complete',15.7,'Low Risk',1,'Pending','Jessica Simmons','282-918-0555x551','+1-666-602-9038x723','2025-02-04','2025-03-04','Conditional','None Required','Planned','In Process','Manual','VS524559','V4571'
300,'Due','2025-01-02','2025-05-18','Valid','2024-11-28','2025-07-05','Complete',23.0,'Medium Risk',1,'Escalated','Heather Pitts MD','202.497.0465','548-415-8921x549','2025-01-22','2025-03-05','Conditional','Completed','Implemented','In Process','Hybrid','VS454390','V5443'
301,'Due','2024-12-13','2025-05-05','Expired','2024-10-28','2025-02-23','Complete',68.7,'Low Risk',4,'Escalated','Stephen Patterson','001-467-630-3017x75831','(394)794-5406','2025-02-11','2025-03-08','Pass','Completed','Implemented','Validated','Manual','VS223934','V9916'
302,'Up to Date','2025-01-02','2025-04-24','Expired','2024-12-12','2025-08-13','Complete',3.9,'Low Risk',1,'Resolved','Benjamin Gutierrez','7854401860','(731)842-6549','2025-01-26','2025-02-27','Pass','None Required','Planned','In Process','Hybrid','VS535859','V5101'
303,'Overdue','2024-12-14','2025-04-08','Due','2024-09-22','2025-08-03','Missing',51.7,'Medium Risk',5,'Resolved','Zachary Torres','272.466.9444','306.696.1797x16633','2025-02-18','2025-03-21','Conditional','Completed','Implemented','In Process','Hybrid','VS273864','V2897'
304,'Up to Date','2025-02-02','2025-04-10','Expired','2024-11-03','2025-08-15','Complete',22.4,'High Risk',1,'Resolved','Alice Castro','001-533-686-9686x578','+1-534-652-7248x2475','2025-01-20','2025-03-03','Fail','None Required','Under Review','In Process','Electronic','VS963070','V7493'
305,'Overdue','2025-01-05','2025-05-14','Due','2024-11-04','2025-03-15','Missing',98.4,'Medium Risk',5,'Pending','Jeffrey Smith','+1-678-467-4354','+1-321-310-7556x06415','2025-02-01','2025-02-22','Conditional','Completed','Planned','Failed','Manual','VS476814','V8657'
